0.410080 0.080982
0.268027 0.058374
0.019893 0.008316
0.862613 0.053343
0.406373 0.038450
0.642773 0.116499
0.536880 0.027893
0.985573 0.041823
0.903573 0.067497
0.280587 0.031669
0.323093 0.135904
0.006667 0.000000
0.646480 0.047063
0.752640 0.064156
0.013333 0.020408
0.719893 0.057117
0.072053 0.046436
0.902773 0.050997
0.013333 0.010204
0.420080 0.007316
0.906027 0.076629
0.878187 0.053554
0.948160 0.073178
0.608400 0.022528
0.527893 0.047942
0.435840 0.094094
0.745947 0.026941
0.719920 0.070380
0.887227 0.033754
0.026507 0.024761
0.928987 0.048777
0.469227 0.066346
0.817440 0.061280
0.974640 0.047965
0.473147 0.013120
0.637840 0.067004
0.998667 0.020054
0.449573 0.001321
0.842773 0.052529
0.607173 0.070971
0.677733 0.083580
0.477600 0.004660
0.635280 0.038830
0.900027 0.047345
0.998347 0.030097
0.978507 0.044080
0.332480 0.136156
0.597573 0.092475
0.238507 0.044508
0.688187 0.047087
0.071787 0.031522
0.013333 0.020408
0.490880 0.062907
0.783413 0.050032
0.665760 0.070368
0.906533 0.077145
0.971227 0.049662
0.357547 0.016731
0.877573 0.060334
0.899627 0.063406
0.567600 0.117420
0.026400 0.000206
0.006667 0.000000
0.822293 0.064008
0.878240 0.056710
0.095867 0.015072
0.891040 0.040180
0.218587 0.025278
0.907680 0.075913
0.521680 0.029822
0.305227 0.011329
0.209707 0.062507
0.874427 0.072356
0.615440 0.041005
0.350693 0.087522
0.046400 0.058761
0.046507 0.084324
0.790347 0.037880
0.833787 0.082132
0.204587 0.045030
0.487200 0.058901
0.558453 0.033044
0.487707 0.074664
0.806400 0.077955
0.766747 0.067533
0.089813 0.016857
0.224427 0.066404
0.609440 0.056344
0.403493 0.083851
0.318827 0.062464
0.217120 0.102036
0.991413 0.046644
0.450987 0.043971
0.220000 0.040816
0.058453 0.006126
0.476853 0.094689
0.377733 0.163647
0.735280 0.054458
0.268267 0.054652
0.694213 0.060847
0.787813 0.070017
0.960907 0.057013
0.982187 0.035610
0.949307 0.067848
0.725707 0.024924
0.911867 0.067324
0.757893 0.069027
0.020000 0.040816
0.236613 0.050088
0.813680 0.039720
0.624507 0.049481
0.610240 0.052453
0.628240 0.071588
0.645040 0.077629
0.592933 0.060821
0.266667 0.035204
0.799680 0.064081
0.880053 0.053242
0.580133 0.090756
0.505360 0.126641
0.280187 0.120606
0.359893 0.138067
0.856747 0.055436
0.431627 0.070121
0.732133 0.051881
0.869973 0.081839
0.879253 0.087507
0.127947 0.061046
0.475173 0.041381
0.365333 0.007523
0.483547 0.077114
0.514187 0.138194
0.869707 0.049644
0.627573 0.078407
0.821093 0.054521
0.550560 0.091834
0.537840 0.082498
0.534160 0.120751
0.751200 0.076670
0.923333 0.050026
0.216267 0.050681
0.251253 0.002552
0.108800 0.085884
0.491040 0.059611
0.757387 0.099481
